GENE	LOEUF	pLI
RERGL	1.69	0
PIK3C2G	1.14	0
PLCZ1	1.02	0
CAPZA3	1.19	0
PLEKHA5	0.1	1
AEBP2	0.14	1
PDE3A	0.52	0
SLCO1C1	0.97	0
SLCO1B3	1.54	0
LST3	1.48	0
SLCO1B7	1.74	0
SLCO1B1	1.35	0
SLCO1A2	1.27	0
IAPP	1.93	0
PYROXD1	0.97	0
RECQL	1.31	0
GOLT1B	0.48	0.85
C12orf39	1.4	0
GYS2	1.12	0
LDHB	1.2	0
KCNJ8	0.57	0.38
ABCC9	0.48	0
CMAS	0.43	0.56
ST8SIA1	0.53	0.49
C2CD5	0.7	0
ETNK1	0.36	0.93
SOX5	0.19	1
BCAT1	1.02	0
AC026310.1	NA	 NA
C12orf77	1.74	0
LRMP	0.89	0
CASC1	0.96	0
LYRM5	1.96	0
KRAS	1.24	0
IFLTD1	1.17	0
RASSF8	0.35	0.94
BHLHE41	0.21	0.99
SSPN	1.17	0.04
ITPR2	0.61	0
ASUN	0.35	0.86
FGFR1OP2	0.87	0
TM7SF3	0.84	0
MED21	1.12	0.01
C12orf71	1.72	0
STK38L	0.35	0.93
ARNTL2	0.88	0
SMCO2	1.52	0
PPFIBP1	0.75	0
REP15	1.78	0
MRPS35	1.25	0
MANSC4	1.88	0
KLHL42	0.72	0.01
PTHLH	0.48	0.81
CCDC91	0.81	0
FAR2	0.43	0.56
ERGIC2	0.63	0.01
OVCH1-AS1	0.83	0.46
OVCH1	1.22	0
TMTC1	0.71	0
IPO8	0.36	0.23
CAPRIN2	0.38	0.1
TSPAN11	1.29	0
DDX11	0.96	0
FAM60A	0.29	0.96
AC024940.1	NA	 NA
DENND5B	0.15	1
METTL20	1.76	0
AMN1	0.6	0.33
H3F3C	NA	 NA
KIAA1551	0.41	0.01
BICD1	0.57	0
FGD4	0.46	0.01
DNM1L	0.51	0
YARS2	1.26	0
PKP2	1.06	0
SYT10	0.75	0
ALG10	1.2	0
ALG10B	1.36	0
CPNE8	0.52	0.01
KIF21A	0.46	0
ABCD2	0.72	0
C12orf40	1.22	0
SLC2A13	0.38	0.83
LRRK2	0.64	0
MUC19	0.98	0
CNTN1	0.37	0.15
PDZRN4	0.61	0
GXYLT1	0.52	0.13
YAF2	0.49	0.79
PPHLN1	0.84	0
ZCRB1	0.91	0
PRICKLE1	0.13	1
ADAMTS20	0.83	0
PUS7L	0.84	0
IRAK4	1.05	0
TWF1	0.85	0
TMEM117	0.83	0
NELL2	0.25	1
DBX2	1.41	0
ANO6	1.14	0
ARID2	0.1	1
SCAF11	0.19	1
SLC38A1	0.35	0.93
SLC38A2	0.24	1
SLC38A4	0.41	0.56
AMIGO2	0.55	0.6
PCED1B	NA	 NA
RPAP3	0.58	0
ENDOU	1.3	0
RAPGEF3	0.95	0
SLC48A1	0.68	0.73
HDAC7	0.24	1
AC004466.1	1.96	0
VDR	0.88	0
TMEM106C	1.4	0
COL2A1	0.13	1
RP1-228P16.5	1.76	0.04
SENP1	0.28	0.99
PFKM	0.97	0
ASB8	1.33	0
C12orf68	1.82	0
OR10AD1	1.3	0.01
H1FNT	NA	 NA
ZNF641	0.64	0
ANP32D	NA	 NA
C12orf54	1.55	0
OR8S1	1.88	0
LALBA	0.84	0.46
KANSL2	0.37	0.88
CCNT1	0.5	0.05
LINC00935	1.49	0.01
ADCY6	0.44	0.01
CACNB3	0.64	0
DDX23	0.36	0.54
RND1	0.48	0.74
RP11-302B13.5	0.83	0.26
CCDC65	1.12	0
FKBP11	1.53	0
AC073610.5	0.76	0.7
ARF3	0.72	0.35
WNT10B	0.92	0
WNT1	0.6	0.33
DDN	0.48	0.36
PRKAG1	0.8	0
KMT2D	0.1	1
RHEBL1	1.33	0
DHH	0.68	0.22
LMBR1L	1.07	0
TUBA1B	0.32	0.97
TUBA1A	0.32	0.97
TUBA1C	0.79	0.01
PRPH	1.38	0
TROAP	0.84	0
C1QL4	0.9	0.42
DNAJC22	1.54	0
SPATS2	0.32	0.97
KCNH3	0.25	1
MCRS1	0.47	0.17
PRPF40B	0.25	1
FAM186B	1.24	0
FMNL3	0.36	0.47
TMBIM6	0.7	0.02
NCKAP5L	0.37	0.63
BCDIN3D	1.32	0
FAIM2	0.82	0
AQP2	1.57	0
AQP5	1.06	0.05
AQP6	1.09	0.02
RACGAP1	0.52	0
ASIC1	0.34	0.93
SMARCD1	0.21	1
GPD1	0.83	0.01
COX14	1.8	0.36
CERS5	0.96	0
LIMA1	0.85	0
FAM186A	0.8	0
LARP4	0.34	0.87
DIP2B	0.27	1
ATF1	0.48	0.63
TMPRSS12	1.42	0
METTL7A	1.38	0
HIGD1C	1.81	0
SLC11A2	0.53	0.01
LETMD1	0.59	0.05
CSRNP2	0.33	0.96
TFCP2	0.68	0
POU6F1	0.42	0.88
DAZAP2	0.71	0.36
SMAGP	1.32	0.25
BIN2	0.97	0
CELA1	0.98	0
GALNT6	0.9	0
SLC4A8	0.27	1
SCN8A	0.13	1
AC068987.1	1.82	0.12
ANKRD33	1.88	0
ACVRL1	0.69	0
ACVR1B	0.17	1
GRASP	0.39	0.9
NR4A1	0.47	0.37
C12orf44	0.66	0.61
KRT80	0.93	0
KRT7	1.44	0
KRT86	1.2	0
KRT81	1.91	0
AC121757.1	1.86	0.11
KRT83	1.41	0
KRT85	0.83	0
KRT84	1.15	0
KRT82	1.56	0
KRT75	1.02	0
KRT6B	1.27	0
KRT6C	1.85	0
KRT6A	0.84	0
KRT5	0.44	0.64
KRT71	0.95	0
KRT74	1.58	0
KRT72	1.32	0
KRT73	1.26	0
KRT2	0.67	0
KRT1	0.4	0.74
KRT77	1.26	0
KRT76	1.42	0
KRT3	1.23	0
KRT4	1.06	0
KRT79	1.47	0
KRT78	1.4	0
KRT8	1.07	0
KRT18	0.44	0.73
EIF4B	0.12	1
TENC1	0.5	0
SPRYD3	0.51	0.15
IGFBP6	0.92	0.03
SOAT2	1.48	0
CSAD	1.02	0
ZNF740	0.71	0.19
ITGB7	0.65	0
RARG	0.24	0.99
MFSD5	0.81	0
ESPL1	0.16	1
PFDN5	1.33	0
C12orf10	1.18	0
AAAS	0.99	0
SP7	0.56	0.58
SP1	0.1	1
AMHR2	0.93	0
PRR13	1.65	0.01
PCBP2	0.23	1
MAP3K12	0.07	1
TARBP2	0.49	0.47
NPFF	1.9	0
RP11-793H13.10	0.37	0.88
ATF7	0.2	1
ATP5G2	1.66	0
CALCOCO1	0.64	0
HOXC13	0.66	0.42
HOXC12	1.93	0
HOXC11	1.14	0
HOXC10	0.73	0.17
RP11-834C11.12	1.85	0
HOXC6	0.6	0.51
HOXC9	1.15	0.01
HOXC8	0.73	0.17
HOXC4	0.73	0.17
HOXC4	0.73	0.17
HOXC5	1.55	0
SMUG1	1.08	0
CBX5	0.35	0.93
HNRNPA1	0.15	1
NFE2	0.52	0.67
COPZ1	0.34	0.95
GPR84	1.58	0
ZNF385A	0.55	0.28
ITGA5	0.34	0.42
GTSF1	0.78	0.02
NCKAP1L	0.33	0.85
PDE1B	0.43	0.34
PPP1R1A	0.99	0.02
LACRT	1.74	0
DCD	1.67	0
MUCL1	1.91	0
TESPA1	0.79	0
NEUROD4	0.87	0.1
OR9K2	1.94	0
OR10A7	0.87	0.44
OR6C74	1.65	0
OR6C6	1.43	0.02
OR6C1	0.78	0.5
OR6C3	1.68	0
OR6C75	1.51	0.02
OR6C65	1.94	0
OR6C76	1.75	0
OR6C2	1.32	0.09
OR6C70	1.94	0
OR6C68	1.94	0.01
OR6C4	1.96	0
OR2AP1	1.91	0
OR10P1	1.2	0.11
METTL7B	0.98	0.07
ITGA7	0.8	0
RP11-644F5.10	1.07	0.05
BLOC1S1	0.96	0.07
RDH5	1.61	0
CD63	0.82	0.02
GDF11	0.3	0.98
SARNP	0.18	1
RP11-762I7.5	0.09	1
ORMDL2	0.94	0.19
DNAJC14	0.09	1
MMP19	1.47	0
WIBG	0.99	0.02
DGKA	0.37	0.46
PMEL	1.29	0
CDK2	0.48	0.61
RAB5B	0.75	0.03
SUOX	1.08	0
IKZF4	0.38	0.9
RPS26	0.48	0.85
ERBB3	0.69	0
RP11-603J24.9	0.39	0.91
PA2G4	0.2	1
RPL41	1.6	0.18
ESYT1	0.62	0
ZC3H10	0.61	0.32
MYL6B	1.41	0
MYL6	1.29	0
SMARCC2	0.12	1
RNF41	0.31	0.97
NABP2	0.27	0.97
SLC39A5	1.2	0
ANKRD52	0.09	1
COQ10A	1.13	0
CS	0.3	0.98
RP11-977G19.10	0.81	0
CNPY2	0.94	0
PAN2	0.32	0.94
IL23A	0.71	0.36
STAT2	0.32	0.93
APOF	1.23	0.01
TIMELESS	0.98	0
MIP	0.91	0.03
SPRYD4	1.33	0.01
GLS2	0.83	0
RBMS2	0.81	0
BAZ2A	0.15	1
ATP5B	0.31	0.98
PTGES3	0.23	0.99
NACA	0.7	0
PRIM1	0.69	0
HSD17B6	0.59	0.35
SDR9C7	0.88	0.01
RDH16	1.59	0
GPR182	1.35	0
ZBTB39	0.85	0
TAC3	1.19	0.01
MYO1A	1.32	0
TMEM194A	0.36	0.92
NAB2	0.46	0.57
STAT6	0.3	0.99
LRP1	0.06	1
NXPH4	0.87	0.23
SHMT2	0.85	0
NDUFA4L2	1.36	0.09
STAC3	0.75	0
R3HDM2	0.18	1
INHBC	1.25	0
INHBE	1.43	0
GLI1	0.92	0
ARHGAP9	0.84	0
MARS	0.78	0
DDIT3	0.68	0.59
MBD6	0.21	1
DCTN2	0.25	1
KIF5A	0.23	1
PIP4K2C	0.72	0
DTX3	0.41	0.89
ARHGEF25	0.85	0
SLC26A10	1.37	0
B4GALNT1	0.79	0
OS9	0.78	0
AGAP2	0.27	1
AGAP2-AS1	0.94	0.03
TSPAN31	0.68	0.22
CDK4	0.64	0.06
9-Mar	0.48	0.73
CYP27B1	0.98	0
METTL1	1.02	0
METTL21B	1.5	0
RP11-571M6.15	1.78	0
TSFM	1.45	0
AVIL	0.78	0
CTDSP2	0.67	0.11
XRCC6BP1	1.23	0
RP11-362K2.2	1.75	0.04
LRIG3	0.64	0
RP11-272B17.2	1.96	0
SLC16A7	0.83	0.01
FAM19A2	0.73	0.34
USP15	0.21	1
MON2	0.32	0.59
C12orf61	NA	 NA
PPM1H	0.4	0.79
AVPR1A	1.29	0
DPY19L2	0.91	0
TMEM5	0.93	0
SRGAP1	0.27	1
C12orf66	0.55	0.44
C12orf56	1.58	0
XPOT	0.28	1
TBK1	0.42	0.08
RASSF3	1.48	0
GNS	0.61	0
TBC1D30	0.35	0.89
WIF1	1.09	0
LEMD3	0.25	1
MSRB3	1.16	0
HMGA2	0.45	0.87
RP11-366L20.2	1.86	0
LLPH	1.04	0.35
TMBIM4	1.49	0
IRAK3	1.55	0
HELB	1.17	0
GRIP1	0.36	0.51
CAND1	0.1	1
DYRK2	0.17	1
IFNG	0.82	0.47
IL26	1.34	0
IL22	1.63	0
MDM1	0.89	0
RAP1B	0.39	0.91
NUP107	0.57	0
SLC35E3	1.31	0
MDM2	0.16	1
CPM	0.88	0
CPSF6	0.16	1
LYZ	1.79	0
YEATS4	1.19	0
FRS2	0.22	1
CCT2	0.23	1
LRRC10	0.88	0.43
BEST3	1.43	0
RAB3IP	0.89	0
MYRFL	1.4	0
CNOT2	0.19	1
KCNMB4	0.34	0.94
PTPRB	0.31	0.5
PTPRR	0.7	0
CTD-2021H9.3	1.86	0.01
TSPAN8	0.83	0.01
LGR5	0.72	0
ZFC3H1	0.16	1
THAP2	1.75	0
TMEM19	0.84	0.01
RAB21	0.67	0.11
TBC1D15	0.43	0.06
TPH2	0.85	0
TRHDE	0.55	0
ATXN7L3B	1.74	0.15
KCNC2	0.53	0.19
CAPS2	1.3	0
GLIPR1L1	1.45	0
GLIPR1L2	1.45	0
GLIPR1	1.75	0
KRR1	0.72	0
PHLDA1	0.45	0.8
NAP1L1	0.18	1
BBS10	1.36	0
OSBPL8	0.42	0.01
ZDHHC17	0.18	1
CSRP2	1.58	0
E2F7	0.28	0.99
NAV3	0.18	1
SYT1	0.45	0.6
PAWR	0.7	0.09
PPP1R12A	0.13	1
AC073569.1	1.87	0.31
OTOGL	0.9	0
PTPRQ	0.7	0
MYF6	1.13	0
MYF5	1.23	0
LIN7A	1.34	0
ACSS3	0.95	0
PPFIA2	0.14	1
CCDC59	1.7	0
METTL25	1.05	0
TMTC2	0.48	0.02
SLC6A15	0.6	0
TSPAN19	1.82	0
LRRIQ1	0.94	0
ALX1	0.61	0.18
RASSF9	1.25	0
NTS	1.65	0
MGAT4C	0.83	0
C12orf50	0.8	0
C12orf29	1.36	0
CEP290	0.98	0
TMTC3	0.56	0
KITLG	0.42	0.85
DUSP6	0.26	0.98
POC1B	0.93	0
POC1B-GALNT4	0.53	0.11
GALNT4	0.5	0.27
ATP2B1	0.08	1
CCER1	1.07	0
EPYC	1.32	0
KERA	1.49	0
LUM	0.94	0.08
DCN	0.54	0.31
C12orf79	1.63	0
BTG1	0.74	0.54
CLLU1OS	1.86	0
CLLU1	1.83	0
PLEKHG7	1.54	0
C12orf74	1.9	0
EEA1	0.3	0.93
NUDT4	0.49	0.8
UBE2N	0.43	0.88
MRPL42	1.18	0.04
SOCS2	0.64	0.63
CRADD	0.43	0.88
PLXNC1	0.27	1
RP11-1105G2.3	1.86	0.31
CCDC41	0.89	0
TMCC3	0.96	0
NDUFA12	1.49	0
NR2C1	0.38	0.68
FGD6	0.54	0
VEZT	0.44	0.11
RP11-167N24.6	1.82	0.35
METAP2	0.59	0
USP44	1.07	0
NTN4	0.34	0.92
RP11-536G4.1	1.91	0.08
SNRPF	0.57	0.79
CCDC38	1.06	0
AMDHD1	1.17	0
HAL	1.3	0
LTA4H	0.71	0
ELK3	0.71	0.08
CDK17	0.22	1
C12orf55	0.75	0
NEDD1	0.42	0.42
RP11-181C3.1	1.47	0.07
TMPO	1	0
SLC25A3	0.62	0.07
IKBIP	1.39	0
APAF1	0.46	0
ANKS1B	0.21	1
FAM71C	1.01	0.17
UHRF1BP1L	0.41	0
ACTR6	1.08	0
DEPDC4	1.73	0
SCYL2	0.42	0.08
SLC17A8	0.61	0
NR1H4	0.63	0
GAS2L3	1.12	0
ANO4	0.44	0
SLC5A8	1.2	0
UTP20	0.46	0
ARL1	0.7	0.09
SPIC	0.61	0.31
MYBPC1	0.46	0
CHPT1	0.83	0
SYCP3	0.95	0
GNPTAB	0.82	0
DRAM1	0.67	0.23
CCDC53	1.1	0
NUP37	0.93	0
PARPBP	1.45	0
PMCH	1.2	0.11
IGF1	0.81	0.27
PAH	1.5	0
ASCL1	0.59	0.68
RP11-552I14.1	1.91	0
C12orf42	1.86	0
STAB2	0.88	0
NT5DC3	0.81	0
RP11-650K20.3	1.44	0.48
HSP90B1	0.27	1
C12orf73	1.88	0.02
TDG	0.74	0
GLT8D2	1.46	0
HCFC2	0.2	1
NFYB	1.21	0
TXNRD1	0.72	0
EID3	0.67	0.41
CHST11	0.56	0.41
SLC41A2	0.33	0.97
C12orf45	1.22	0.01
ALDH1L2	0.92	0
KIAA1033	0.45	0
APPL2	1.09	0
C12orf75	0.9	0.64
NUAK1	0.5	0.1
CKAP4	0.52	0.51
TCP11L2	1.26	0
POLR3B	0.87	0
RP11-144F15.1	1.96	0
RFX4	0.15	1
RIC8B	0.2	1
C12orf23	1.79	0.01
MTERFD3	1.31	0
CRY1	0.81	0
BTBD11	0.2	1
PWP1	1.01	0
PRDM4	0.61	0
ASCL4	1.83	0
WSCD2	0.39	0.78
CMKLR1	1.21	0.01
FICD	0.92	0.01
SART3	0.28	1
ISCU	1.16	0.04
TMEM119	0.95	0.63
SELPLG	1.63	0.18
CORO1C	0.21	1
SSH1	0.52	0
DAO	1.7	0
SVOP	0.21	1
USP30	0.66	0
ALKBH2	1.2	0
UNG	0.85	0
ACACB	0.86	0
FOXN4	0.4	0.86
MYO1H	0.96	0
KCTD10	0.41	0.86
UBE3B	0.55	0
MMAB	0.88	0
MVK	0.55	0.17
FAM222A	0.45	0.85
TRPV4	1.06	0
GLTP	0.83	0.11
TCHP	1.02	0
GIT2	0.27	1
ANKRD13A	0.57	0
C12orf76	1.91	0
IFT81	0.8	0
ATP2A2	0.25	1
ANAPC7	0.37	0.85
ARPC3	0.68	0.22
GPN3	1.07	0
FAM216A	0.72	0.03
VPS29	0.53	0.75
RAD9B	1.37	0
PPTC7	0.36	0.94
TCTN1	1.23	0
HVCN1	0.54	0.63
PPP1CC	0.34	0.96
CCDC63	1.29	0
MYL2	1.75	0
CUX2	0.19	1
FAM109A	1.76	0.01
SH2B3	0.8	0
ATXN2	0.33	0.85
BRAP	0.67	0
ACAD10	1.08	0
RP11-162P23.2	1.22	0
ALDH2	1.09	0
MAPKAPK5	0.45	0.35
TMEM116	1.45	0
ERP29	0.53	0.75
NAA25	0.11	1
TRAFD1	0.88	0
HECTD4	0.13	1
RPL6	0.2	0.99
PTPN11	0.14	1
RPH3A	0.47	0
OAS1	0.93	0
OAS3	1.27	0
OAS2	1.25	0
DTX1	0.69	0
RASAL1	0.95	0
CCDC42B	0.93	0
DDX54	0.66	0
RITA1	1.61	0
IQCD	1.85	0
TPCN1	0.44	0
SLC8B1	1.24	0
PLBD2	1.03	0
SDS	1.07	0
SDSL	1.81	0
LHX5	0.35	0.95
RBM19	0.73	0
TBX5	0.14	1
TBX3	0.28	0.99
RP11-116D17.1	1.92	0.08
MED13L	0.06	1
MAP1LC3B2	1.68	0.01
C12orf49	1.03	0.01
RNFT2	0.8	0
HRK	1.79	0.36
FBXW8	1.27	0
TESC	0.68	0.11
FBXO21	0.31	0.98
NOS1	0.19	1
KSR2	0.13	1
RFC5	0.75	0
WSB2	0.36	0.93
VSIG10	0.82	0
PEBP1	0.89	0.09
TAOK3	0.24	1
SUDS3	0.64	0
SRRM4	0.41	0.46
HSPB8	1.14	0.04
CCDC60	0.94	0
TMEM233	1.33	0.09
PRKAB1	0.84	0.01
CIT	0.26	1
RP1-127H14.3	1.84	0
CCDC64	0.34	0.95
RAB35	0.25	0.98
GCN1L1	0.21	1
RPLP0	0.46	0.77
PXN	0.51	0.08
SIRT4	1.77	0
PLA2G1B	1.97	0
MSI1	0.26	0.99
COX6A1	1.76	0
AL021546.6	1.65	0
TRIAP1	1.61	0.06
GATC	1.7	0
SRSF9	0.53	0.64
DYNLL1	0.76	0.7
COQ5	0.95	0
RNF10	0.41	0.16
POP5	1.6	0
CABP1	0.4	0.89
MLEC	0.55	0.61
UNC119B	0.5	0.78
ACADS	0.95	0
SPPL3	0.18	1
HNF1A	0.33	0.96
C12orf43	1.41	0
OASL	1.55	0
P2RX7	0.92	0
P2RX4	1.28	0
CAMKK2	0.47	0.09
ANAPC5	0.75	0
RNF34	0.48	0.61
KDM2B	0.18	1
ORAI1	1.78	0
MORN3	1.3	0
TMEM120B	0.61	0.01
RHOF	1.29	0
SETD1B	0.15	1
HPD	0.67	0
PSMD9	1.45	0
WDR66	0.72	0
BCL7A	0.72	0.08
MLXIP	0.29	0.99
LRRC43	1.24	0
IL31	1.72	0.01
B3GNT4	1.5	0
DIABLO	1.31	0
VPS33A	0.44	0.18
CLIP1	0.33	0.68
ZCCHC8	0.32	0.97
RSRC2	0.22	1
KNTC1	0.83	0
HCAR2	1.63	0
HCAR3	1.94	0
HCAR1	1.66	0
DENR	0.42	0.88
CCDC62	1.08	0
HIP1R	0.75	0
VPS37B	0.78	0.06
ABCB9	0.65	0
OGFOD2	1.77	0
ARL6IP4	0.95	0
PITPNM2	0.18	1
MPHOSPH9	0.64	0
C12orf65	0.91	0.21
CDK2AP1	0.86	0.45
SBNO1	0.08	1
SETD8	0.28	0.99
RILPL2	1.15	0
SNRNP35	1.49	0
RILPL1	0.47	0.39
TMED2	0.41	0.89
DDX55	0.87	0
EIF2B1	0.98	0
GTF2H3	1.04	0
TCTN2	0.99	0
ATP6V0A2	0.75	0
DNAH10	0.69	0
CCDC92	0.62	0.3
DNAH10OS	1.9	0
ZNF664	1.49	0
FAM101A	1.4	0.23
NCOR2	0.17	1
SCARB1	0.52	0.07
UBC	0.64	0.14
DHX37	0.29	0.99
BRI3BP	0.99	0.06
AACS	1.09	0
TMEM132B	0.25	1
TMEM132C	0.39	0.64
SLC15A4	0.99	0
GLT1D1	1.42	0
TMEM132D	0.23	1
FZD10	0.86	0
PIWIL1	0.77	0
RIMBP2	0.36	0.68
STX2	1.1	0
RAN	0.26	0.98
GPR133	0.81	0
SFSWAP	0.17	1
MMP17	1.07	0
ULK1	0.29	0.99
PUS1	0.85	0
EP400	0.21	1
EP400NL	1.46	0
DDX51	1	0
NOC4L	0.62	0
GALNT9	1.07	0.01
FBRSL1	0.57	0.01
P2RX2	1.4	0
POLE	0.64	0
PXMP2	1.27	0.01
RP13-672B3.2	1.8	0
PGAM5	1.22	0
ANKLE2	0.85	0
GOLGA3	0.38	0.01
CHFR	0.55	0
ZNF605	0.94	0.4
ZNF140	1.7	0
ZNF891	1.13	0
ZNF10	0.73	0
CTD-2140B24.4	0.99	0
ZNF268	0.99	0
AC226150.4	NA	 NA
ANHX	0.58	0.23
TUBA3C	0.86	0
RP11-408E5.4	1.9	0.09
TPTE2	0.94	0
MPHOSPH8	0.53	0
PSPC1	0.28	0.99
ZMYM5	1.04	0
ZMYM2	0.33	0.67
GJA3	1.49	0
GJB2	1.98	0
GJB6	1.74	0
CRYL1	1.06	0
IFT88	0.71	0
IL17D	1.54	0.2
N6AMT2	1.57	0
XPO4	0.14	1
LATS2	0.3	0.99
SAP18	0.92	0.08
SKA3	1.14	0
MRP63	1.77	0.14
ZDHHC20	0.75	0
MICU2	1.51	0
FGF9	0.32	0.95
SGCG	1.05	0
SACS	0.54	0
TNFRSF19	0.72	0.03
MIPEP	1.03	0
C1QTNF9B	1.5	0
AL359736.1	1.85	0.32
SPATA13	0.46	0
C1QTNF9	1.29	0
PARP4	0.84	0
ATP12A	0.81	0
RNF17	0.09	1
CENPJ	0.97	0
PABPC3	1.67	0
AMER2	0.71	0.08
MTMR6	0.76	0
NUPL1	0.35	0.93
ATP8A2	0.6	0
AL138815.1	1.83	0.12
SHISA2	0.95	0.07
RNF6	0.53	0.01
CDK8	0.42	0.41
WASF3	0.47	0.54
GPR12	0.71	0.36
USP12	0.32	0.97
RPL21	0.46	0.84
RASL11A	1.65	0
GTF3A	1.6	0
MTIF3	1.61	0
LNX2	0.69	0
POLR1D	1.01	0.36
GSX1	1.13	0.04
PDX1	1.05	0.02
ATP5EP2	1.79	0.36
CDX2	0.59	0.53
URAD	1.89	0.01
FLT3	0.35	0.61
PAN3	0.15	1
FLT1	0.25	1
POMP	0.39	0.91
SLC46A3	1.18	0
MTUS2	0.34	0.8
SLC7A1	0.27	0.99
UBL3	0.54	0.74
KATNAL1	0.44	0.53
HMGB1	0.47	0.82
USPL1	0.46	0.02
ALOX5AP	0.96	0.07
MEDAG	1.23	0
TEX26	1.4	0
HSPH1	0.26	1
B3GALTL	1.29	0
RXFP2	1	0
FRY	0.21	1
ZAR1L	0.69	0.1
BRCA2	0.64	0
N4BP2L1	0.45	0.84
N4BP2L2	0.9	0
PDS5B	0.18	1
KL	0.57	0
STARD13	0.64	0
RFC3	0.94	0
NBEA	0.07	1
MAB21L1	0.63	0.29
DCLK1	0.23	1
SOHLH2	0.61	0
CCDC169-SOHLH2	0.61	0
CCDC169	1.25	0
SPG20	0.84	0
SPG20OS	1.89	0.02
CCNA1	0.68	0
SERTM1	1.41	0.49
RFXAP	0.98	0.02
SMAD9	0.85	0
ALG5	0.45	0.46
EXOSC8	1.69	0
SUPT20H	0.81	0
CSNK1A1L	1.15	0.01
POSTN	0.72	0
TRPC4	0.37	0.48
UFM1	1.03	0.16
FREM2	0.47	0
STOML3	1.73	0
PROSER1	0.39	0.71
NHLRC3	1.01	0
LHFP	0.6	0.67
COG6	1.02	0
FOXO1	0.17	1
MRPS31	0.87	0
SLC25A15	1.38	0
ELF1	0.58	0.01
WBP4	1.02	0
KBTBD6	0.32	0.97
KBTBD7	0.92	0
MTRF1	0.97	0
NAA16	0.95	0
RGCC	1.52	0
VWA8	1.15	0
DGKH	0.37	0.03
AKAP11	0.3	0.98
TNFSF11	0.85	0
FAM216B	1.64	0
EPSTI1	1.72	0
DNAJC15	1.89	0
ENOX1	0.65	0
CCDC122	1.25	0
LACC1	1.08	0
SMIM2	1.74	0.04
SERP2	0.83	0.67
TSC22D1	0.33	0.96
NUFIP1	0.97	0
GPALPP1	1.02	0
GTF2F2	0.85	0
KCTD4	1.21	0
TPT1	0.48	0.81
SLC25A30	1.19	0
COG3	0.21	1
FAM194B	1.07	0
SPERT	1.09	0
SIAH3	1.59	0
ZC3H13	0.21	1
CPB2	1.34	0
LCP1	0.4	0.55
LRRC63	0.95	0
KIAA0226L	1.27	0
LRCH1	0.28	1
ESD	1.15	0
HTR2A	0.52	0.51
SUCLA2	0.63	0
NUDT15	1.41	0
MED4	0.79	0.01
ITM2B	0.54	0.63
RB1	0.13	1
LPAR6	1.27	0
RCBTB2	0.94	0
CYSLTR2	1.77	0
FNDC3A	0.22	1
MLNR	1.16	0.01
CDADC1	1.1	0
CAB39L	1	0
SETDB2	0.59	0
PHF11	1.28	0
RCBTB1	0.79	0
ARL11	1.89	0.01
EBPL	1.48	0
KPNA3	0.33	0.95
SPRYD7	1.25	0
TRIM13	0.53	0.64
KCNRG	1.63	0
DLEU1	1.48	0.47
DLEU7	1.6	0.18
RNASEH2B	1.25	0
FAM124A	1.43	0
SERPINE3	1.12	0
INTS6	0.14	1
WDFY2	0.99	0
DHRS12	1.28	0
CCDC70	1.78	0.01
ATP7B	1.19	0
ALG11	1.33	0
UTP14C	0.63	0.01
NEK5	1.17	0
NEK3	1.34	0
THSD1	0.88	0
VPS36	0.5	0.05
CKAP2	1.13	0
HNRNPA1L2	1.91	0.02
SUGT1	0.46	0.45
LECT1	1.24	0
PCDH8	0.81	0
OLFM4	1.1	0
PCDH17	0.4	0.64
DIAPH3	0.74	0
TDRD3	0.62	0
PCDH20	0.38	0.86
AL445989.1	NA	 NA
PCDH9	0.37	0.81
KLHL1	0.71	0
DACH1	0.14	1
MZT1	1.71	0.05
BORA	0.7	0
DIS3	1.01	0
PIBF1	0.72	0
KLF5	0.44	0.82
KLF12	0.29	0.98
AL355390.1	1.9	0.09
TBC1D4	0.92	0
COMMD6	0.99	0.17
UCHL3	1.31	0
LMO7	0.41	0
C13orf45	1.95	0
KCTD12	1.01	0.06
IRG1	1.22	0
CLN5	1.23	0
FBXL3	0.29	0.98
MYCBP2	0.12	1
SCEL	1.01	0
SLAIN1	0.38	0.9
EDNRB	0.59	0.01
POU4F1	0.42	0.89
RNF219	0.87	0
RBM26	0.11	1
NDFIP2	0.51	0.53
SPRY2	0.27	0.97
SLITRK1	0.34	0.96
SLITRK6	1.27	0
SLITRK5	0.38	0.87
GPC5	1.08	0
GPC6	0.51	0.14
DCT	1.17	0
TGDS	1.15	0
GPR180	1.11	0
SOX21	0.73	0.71
ABCC4	0.49	0
CLDN10	1.22	0
DZIP1	1.03	0
DNAJC3	0.52	0.02
UGGT2	1.06	0
HS6ST3	0.22	0.99
OXGR1	1.59	0
MBNL2	0.56	0.26
RAP2A	0.48	0.85
IPO5	0.12	1
FARP1	0.51	0
RNF113B	0.5	0.79
STK24	0.58	0.01
SLC15A1	0.89	0
DOCK9	0.19	1
UBAC2	0.7	0.01
GPR18	1.8	0
GPR183	1.06	0.02
TM9SF2	0.08	1
CLYBL	1.31	0
ZIC5	0.52	0.77
ZIC2	0.27	0.97
PCCA	0.91	0
GGACT	1.92	0
TMTC4	0.78	0
NALCN	0.52	0
ITGBL1	0.97	0
FGF14	0.39	0.91
TPP2	0.26	1
METTL21C	1.45	0
CCDC168	0.68	0
TEX30	1.31	0
